Attrition,BusinessTravel,CF_ageband,CF_attritionlabel,Department,EducationField,EmployeeNumber,Gender,JobRole,MaritalStatus,OverTime,Over18,TrainingTimesLastYear,Age,CF_currentEmployee,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1670,Male,Sales Executive,Divorced,No,Y,5,33,1,2,Master's Degree,1,4,93,3,2,4,5505,3921,1,14,3,3,80,2,6,3,6,2,0,4
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,1466,Male,Sales Executive,Divorced,No,Y,3,48,1,7,Bachelor's Degree,1,3,96,3,2,1,5486,24795,4,11,3,1,80,3,15,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,1548,Male,Sales Executive,Married,No,Y,5,40,1,9,Associates Degree,1,1,47,3,2,1,5473,19345,0,12,3,4,80,0,9,4,8,4,7,1
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1560,Male,Sales Executive,Married,No,Y,6,33,1,8,Master's Degree,1,1,46,3,2,1,6392,10589,2,13,3,4,80,1,8,1,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1996,Male,Sales Representative,Married,No,Y,1,31,1,2,Associates Degree,1,1,54,3,1,3,3067,6393,0,19,3,3,80,1,3,3,2,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,1749,Male,Sales Executive,Married,No,Y,3,31,1,5,Bachelor's Degree,1,1,51,3,2,3,8346,20943,1,19,3,3,80,1,6,3,5,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,2013,Male,Sales Representative,Married,No,Y,2,32,1,1,Master's Degree,1,2,68,2,1,2,2269,18024,0,14,3,2,80,1,3,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,1945,Male,Sales Executive,Married,No,Y,2,35,1,18,Master's Degree,1,2,71,3,2,1,5561,15975,0,16,3,4,80,1,6,1,5,3,0,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,1568,Male,Sales Executive,Married,No,Y,3,30,1,29,Master's Degree,1,3,33,3,3,2,9250,17799,3,12,3,2,80,1,9,3,4,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1582,Male,Sales Executive,Married,No,Y,3,38,1,14,Bachelor's Degree,1,3,80,3,2,2,9924,12355,0,11,3,4,80,1,10,3,9,8,7,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1739,Male,Sales Executive,Married,No,Y,2,32,1,19,Bachelor's Degree,1,4,80,1,3,3,9610,3840,3,13,3,3,80,1,10,1,4,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1492,Male,Sales Representative,Married,No,Y,3,35,1,7,High School,1,4,76,3,1,3,2404,16192,1,13,3,1,80,1,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,1446,Male,Sales Executive,Married,No,Y,3,32,1,7,Doctoral Degree,1,4,97,3,2,4,9204,23343,4,12,3,3,80,1,7,2,4,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,1588,Male,Sales Executive,Married,No,Y,3,39,1,6,Bachelor's Degree,1,4,38,4,3,3,8237,4658,2,11,3,1,80,1,11,3,7,6,7,6
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1787,Male,Sales Executive,Married,No,Y,2,37,1,9,Associates Degree,1,2,46,2,2,2,4189,8800,1,14,3,1,80,2,5,3,5,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1908,Male,Sales Executive,Married,No,Y,1,36,1,17,Associates Degree,1,3,33,2,2,2,5507,16822,2,16,3,3,80,2,12,1,4,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1995,Male,Sales Executive,Married,No,Y,3,38,1,1,Master's Degree,1,4,86,3,2,2,4440,7636,0,15,3,1,80,2,16,3,15,13,5,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1479,Male,Sales Executive,Married,No,Y,2,30,1,16,High School,1,4,96,3,2,3,5301,2939,8,15,3,3,80,2,4,2,2,1,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1961,Male,Sales Representative,Single,No,Y,3,38,1,1,Bachelor's Degree,1,1,59,2,1,1,2858,11473,4,14,3,1,80,0,20,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1975,Male,Sales Executive,Single,No,Y,3,39,1,15,Master's Degree,1,2,77,3,4,1,13341,25098,0,12,3,1,80,0,21,3,20,8,11,10
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,1740,Male,Manager,Single,No,Y,3,40,1,7,Master's Degree,1,2,88,3,5,2,19833,4349,1,14,3,2,80,0,21,2,21,8,12,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,1924,Male,Sales Executive,Single,No,Y,2,33,1,10,Master's Degree,1,2,43,3,2,3,5487,10410,1,14,3,2,80,0,10,2,10,4,0,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1650,Male,Sales Executive,Single,No,Y,2,29,1,10,Bachelor's Degree,1,3,42,2,2,3,5869,23413,9,11,3,3,80,0,8,3,5,2,1,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1836,Male,Sales Executive,Single,No,Y,4,26,1,10,Bachelor's Degree,1,3,46,3,2,4,4684,9125,1,13,3,1,80,0,5,3,5,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,1478,Male,Sales Executive,Single,No,Y,2,34,1,3,Bachelor's Degree,1,4,81,1,2,1,4759,15891,3,18,3,4,80,0,15,3,13,9,3,12
No,Travel_Rarely,Under 25,Current Employees,Sales,Life Sciences,1680,Male,Sales Representative,Single,No,Y,3,20,1,9,High School,1,4,54,3,1,1,2728,21082,1,11,3,1,80,0,2,3,2,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1469,Male,Sales Executive,Single,No,Y,4,28,1,5,Bachelor's Degree,1,4,84,3,2,1,8463,23490,0,18,3,4,80,0,6,3,5,4,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1708,Male,Sales Executive,Single,No,Y,3,41,1,6,Bachelor's Degree,1,4,35,3,3,3,9241,15869,1,12,3,2,80,0,10,3,10,8,8,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,1965,Male,Sales Executive,Single,No,Y,5,27,1,9,Bachelor's Degree,1,4,44,3,2,4,4105,5099,1,14,3,1,80,0,7,3,7,7,0,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,1602,Male,Manager,Single,No,Y,5,46,1,1,Master's Degree,1,4,56,4,4,1,17567,3156,1,15,3,2,80,0,27,1,26,0,0,12
No,Non-Travel,Under 25,Current Employees,R&D,Other,1605,Female,Research Scientist,Married,Yes,Y,2,22,1,26,Associates Degree,1,2,85,2,1,3,2814,10293,1,14,3,2,80,0,4,2,4,2,1,3
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,1937,Female,Research Scientist,Divorced,Yes,Y,3,38,1,8,Bachelor's Degree,1,4,58,2,2,2,2133,18115,1,16,3,3,80,1,20,3,20,11,0,7
No,Travel_Frequently,Under 25,Current Employees,R&D,Technical Degree,1646,Female,Research Scientist,Single,Yes,Y,2,24,1,2,High School,1,1,32,3,1,4,3760,17218,1,13,3,3,80,0,6,3,6,3,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1850,Female,Laboratory Technician,Single,Yes,Y,3,27,1,5,Associates Degree,1,4,53,3,1,4,2379,19826,0,14,3,3,80,0,6,2,5,4,0,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,1683,Female,Human Resources,Divorced,Yes,Y,2,44,1,1,Bachelor's Degree,1,3,44,3,1,4,3195,4167,4,18,3,1,80,3,8,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,2040,Female,Human Resources,Single,Yes,Y,2,35,1,26,Master's Degree,1,3,31,3,3,4,8837,16642,1,16,3,3,80,0,9,3,9,0,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1608,Female,Research Director,Divorced,Yes,Y,4,44,1,7,Bachelor's Degree,1,2,31,3,5,4,19049,3549,0,14,3,4,80,1,23,2,22,7,1,10
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1827,Female,Manufacturing Director,Divorced,Yes,Y,4,47,1,4,Bachelor's Degree,1,3,92,2,3,2,10333,19271,8,12,3,3,80,1,28,3,22,11,14,10
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1674,Female,Laboratory Technician,Divorced,Yes,Y,2,49,1,16,Bachelor's Degree,1,4,74,3,1,1,2587,24941,4,16,3,2,80,1,17,2,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1974,Female,Laboratory Technician,Divorced,Yes,Y,4,31,1,2,High School,1,4,59,1,1,4,1129,17536,1,11,3,3,80,3,1,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,1886,Female,Manufacturing Director,Married,Yes,Y,2,35,1,16,Associates Degree,1,4,44,2,2,2,4788,25388,0,11,3,4,80,0,4,3,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1893,Female,Research Scientist,Married,Yes,Y,3,26,1,1,Associates Degree,1,2,90,2,1,3,2933,14908,1,13,3,3,80,1,1,2,1,0,1,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1724,Female,Manufacturing Director,Married,Yes,Y,3,40,1,8,Associates Degree,1,2,92,3,2,1,6516,5041,2,16,3,2,80,1,18,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,2009,Female,Healthcare Representative,Married,Yes,Y,6,33,1,15,Associates Degree,1,2,95,3,2,4,4878,21653,0,13,3,1,80,1,10,3,9,7,8,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1661,Female,Healthcare Representative,Married,Yes,Y,3,49,1,6,High School,1,3,41,2,4,3,13966,11652,2,19,3,2,80,1,30,3,15,11,2,12
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1703,Female,Healthcare Representative,Married,Yes,Y,2,44,1,2,Bachelor's Degree,1,3,96,4,3,4,7879,14810,1,19,3,2,80,1,9,3,8,7,6,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1638,Female,Manufacturing Director,Married,Yes,Y,6,38,1,2,Associates Degree,1,4,54,2,3,3,7756,14199,3,19,3,4,80,1,10,4,5,4,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1614,Female,Manufacturing Director,Married,Yes,Y,2,36,1,12,Master's Degree,1,3,76,3,2,3,4663,12421,9,12,3,2,80,2,7,3,3,2,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1587,Female,Healthcare Representative,Single,Yes,Y,4,35,1,10,Master's Degree,1,1,51,3,2,3,6142,4223,3,16,3,3,80,0,10,3,5,2,0,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1611,Female,Laboratory Technician,Single,Yes,Y,3,45,1,5,Doctoral Degree,1,3,50,1,2,1,5769,23447,1,14,3,1,80,0,10,3,10,7,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1980,Female,Manufacturing Director,Single,Yes,Y,3,54,1,10,Bachelor's Degree,1,3,77,3,2,1,4440,25198,6,19,3,4,80,0,9,3,5,2,1,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1641,Female,Manufacturing Director,Single,Yes,Y,2,40,1,16,Bachelor's Degree,1,3,84,3,3,4,7945,19948,6,15,3,4,80,0,18,2,4,2,3,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1815,Female,Sales Executive,Divorced,Yes,Y,3,41,1,4,High School,1,3,81,3,3,3,10447,26458,0,13,3,4,80,1,23,4,22,14,13,5
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1912,Female,Sales Executive,Divorced,Yes,Y,2,31,1,10,Associates Degree,1,3,86,3,2,4,6583,20115,2,11,3,4,80,1,8,3,5,2,1,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1962,Female,Sales Executive,Married,Yes,Y,2,35,1,7,Master's Degree,1,3,55,3,2,4,5204,13586,1,11,3,4,80,0,10,3,10,8,0,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1915,Female,Sales Executive,Married,Yes,Y,3,34,1,3,High School,1,4,75,2,2,4,8103,16495,3,12,3,3,80,0,9,2,4,2,0,1
No,Travel_Rarely,35 - 44,Current Employees,Sales,Technical Degree,1880,Female,Sales Executive,Married,Yes,Y,4,36,1,10,Master's Degree,1,2,63,2,2,3,5673,6060,1,13,3,1,80,1,10,3,10,9,1,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,1503,Female,Sales Executive,Married,Yes,Y,4,47,1,14,Bachelor's Degree,1,3,78,3,2,3,4591,24200,3,17,3,3,80,1,11,2,5,4,1,2
No,Travel_Rarely,Over 55,Current Employees,Sales,Life Sciences,1938,Female,Manager,Married,Yes,Y,2,58,1,21,Bachelor's Degree,1,4,72,3,4,4,17875,11761,4,13,3,3,80,1,29,2,1,0,0,0
No,Travel_Rarely,Under 25,Current Employees,Sales,Medical,1445,Female,Sales Executive,Married,Yes,Y,3,24,1,4,High School,1,4,42,3,2,3,4162,15211,1,12,3,3,80,2,5,3,5,4,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1425,Female,Sales Executive,Single,Yes,Y,3,36,1,3,Master's Degree,1,1,99,3,2,2,9278,20763,3,16,3,4,80,0,15,3,5,4,0,1
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,1552,Male,Healthcare Representative,Divorced,Yes,Y,2,40,1,8,Associates Degree,1,4,72,3,2,4,4069,8841,3,18,3,3,80,0,8,3,2,2,2,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,1948,Male,Research Scientist,Divorced,Yes,Y,3,31,1,3,Associates Degree,1,3,48,3,1,1,3065,3995,1,13,3,4,80,1,4,4,4,2,2,3
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,1737,Male,Laboratory Technician,Married,Yes,Y,2,39,1,1,Bachelor's Degree,1,4,77,3,2,4,6472,8989,1,15,3,4,80,1,9,3,9,8,5,8
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,1774,Male,Sales Executive,Divorced,Yes,Y,3,34,1,10,Bachelor's Degree,1,4,87,3,2,3,4001,12313,1,14,3,3,80,1,15,3,15,14,0,7
No,Travel_Frequently,35 - 44,Current Employees,HR,Human Resources,1642,Male,Human Resources,Married,Yes,Y,3,44,1,1,Doctoral Degree,1,1,37,3,2,4,5743,10503,4,11,3,3,80,0,14,3,10,7,0,2
No,Travel_Frequently,35 - 44,Current Employees,HR,Other,1972,Male,Human Resources,Married,Yes,Y,2,38,1,1,Master's Degree,1,4,88,3,1,2,2991,5224,0,11,3,2,80,1,7,3,6,2,1,2
No,Travel_Frequently,Over 55,Current Employees,R&D,Life Sciences,1837,Male,Research Director,Married,Yes,Y,3,58,1,15,Master's Degree,1,1,87,3,4,3,15787,21624,2,14,3,2,80,0,23,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,1932,Male,Research Scientist,Married,Yes,Y,3,34,1,22,Master's Degree,1,3,86,2,2,4,5747,26496,1,15,3,2,80,0,16,3,15,10,6,11
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,1594,Male,Laboratory Technician,Married,Yes,Y,3,36,1,6,Master's Degree,1,1,80,4,2,1,5562,19711,3,13,3,4,80,1,9,3,3,2,0,2
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,1606,Male,Healthcare Representative,Married,Yes,Y,3,50,1,20,Doctoral Degree,1,2,41,3,4,3,11245,20689,2,15,3,3,80,1,32,3,30,8,12,13
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,1547,Male,Healthcare Representative,Married,Yes,Y,3,42,1,2,Bachelor's Degree,1,4,40,3,3,4,10124,18611,2,14,3,3,80,1,24,1,20,8,13,9
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,2049,Male,Healthcare Representative,Married,Yes,Y,2,35,1,18,Master's Degree,1,3,80,3,2,3,5689,24594,1,14,3,4,80,2,10,4,10,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,1704,Male,Research Scientist,Single,Yes,Y,2,35,1,2,Master's Degree,1,1,79,2,1,4,4930,13970,0,14,3,3,80,0,6,4,5,4,1,4
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,1496,Male,Manufacturing Director,Single,Yes,Y,2,44,1,2,High School,1,2,86,3,3,3,10209,19719,5,18,3,2,80,0,16,2,2,2,2,2
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,1539,Male,Research Director,Single,Yes,Y,2,50,1,22,Doctoral Degree,1,3,88,1,4,4,14411,24450,1,13,3,4,80,0,32,3,32,6,13,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1753,Male,Healthcare Representative,Single,Yes,Y,5,29,1,1,Bachelor's Degree,1,4,70,4,2,3,6294,23060,8,12,3,4,80,0,10,4,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,1927,Male,Sales Executive,Married,Yes,Y,2,28,1,1,Associates Degree,1,3,42,2,2,4,6834,19255,1,12,3,3,80,1,7,3,7,7,0,7
No,Travel_Rarely,Over 55,Current Employees,HR,Human Resources,1973,Male,Manager,Married,Yes,Y,0,55,1,26,Master's Degree,1,3,71,4,5,2,19636,25811,4,18,3,1,80,1,35,3,10,9,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1460,Male,Healthcare Representative,Divorced,Yes,Y,2,45,1,20,Bachelor's Degree,1,2,95,1,3,1,10851,19863,2,18,3,2,80,1,24,3,7,7,0,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1789,Male,Research Director,Divorced,Yes,Y,3,46,1,2,Master's Degree,1,3,46,3,5,4,19328,14218,7,17,3,3,80,1,24,3,2,1,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1998,Male,Research Scientist,Divorced,Yes,Y,3,42,1,18,Master's Degree,1,4,35,3,2,1,5410,11189,6,17,3,3,80,1,9,2,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,1992,Male,Laboratory Technician,Divorced,Yes,Y,2,25,1,2,High School,1,4,57,3,1,3,3977,7298,6,19,3,3,80,1,7,2,2,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1448,Male,Research Scientist,Married,Yes,Y,5,41,1,5,Doctoral Degree,1,2,90,4,1,3,2127,5561,2,12,3,1,80,0,7,2,4,2,0,3
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,1501,Male,Healthcare Representative,Married,Yes,Y,2,55,1,4,Master's Degree,1,4,30,3,2,3,4035,16143,0,16,3,2,80,0,4,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1766,Male,Healthcare Representative,Married,Yes,Y,2,38,1,18,Bachelor's Degree,1,2,60,1,2,4,5811,24539,3,16,3,3,80,1,15,3,1,0,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1549,Male,Laboratory Technician,Married,Yes,Y,3,33,1,28,Master's Degree,1,2,79,3,2,3,5207,22949,1,12,3,2,80,1,15,3,15,14,5,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,2053,Male,Laboratory Technician,Married,Yes,Y,2,29,1,13,Associates Degree,1,4,46,2,2,2,4025,23679,4,13,3,1,80,1,10,3,4,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1790,Male,Healthcare Representative,Married,Yes,Y,1,36,1,10,Bachelor's Degree,1,4,90,3,3,1,8321,25949,7,13,3,4,80,1,15,3,12,8,5,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,2003,Male,Laboratory Technician,Married,Yes,Y,3,35,1,11,Master's Degree,1,4,43,3,1,3,2660,20232,7,11,3,3,80,1,5,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,1465,Male,Manufacturing Director,Married,Yes,Y,4,45,1,29,Bachelor's Degree,1,2,55,3,3,4,9380,14720,4,18,3,4,80,2,10,4,3,1,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1755,Male,Research Scientist,Married,Yes,Y,3,34,1,2,Master's Degree,1,4,97,4,1,4,2932,5586,0,14,3,1,80,3,6,3,5,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1586,Male,Laboratory Technician,Single,Yes,Y,3,29,1,3,High School,1,2,87,3,1,1,4723,16213,1,18,3,4,80,0,10,3,10,9,1,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,2020,Male,Research Scientist,Single,Yes,Y,2,44,1,1,Bachelor's Degree,1,2,42,3,1,4,2436,13422,6,12,3,3,80,0,6,3,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1515,Male,Healthcare Representative,Single,Yes,Y,6,33,1,8,Doctoral Degree,1,4,69,3,2,3,6388,22049,2,17,3,1,80,0,14,3,0,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1669,Male,Sales Executive,Divorced,Yes,Y,3,29,1,5,Bachelor's Degree,1,1,43,2,2,2,4187,3356,1,13,3,2,80,1,10,2,10,0,0,9
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,1732,Male,Sales Executive,Divorced,Yes,Y,5,46,1,2,Bachelor's Degree,1,3,74,3,3,4,10368,5596,4,12,3,2,80,1,13,2,10,6,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1943,Male,Sales Executive,Divorced,Yes,Y,4,42,1,12,Master's Degree,1,2,77,3,2,4,5087,2900,3,12,3,3,80,2,14,3,0,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,1535,Male,Sales Executive,Married,Yes,Y,3,34,1,1,Bachelor's Degree,1,4,64,2,3,3,7083,12288,1,14,3,4,80,0,10,3,10,9,8,6
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,1591,Male,Manager,Married,Yes,Y,2,50,1,9,Bachelor's Degree,1,3,59,3,5,3,19331,19519,4,16,3,3,80,1,27,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,1706,Male,Sales Executive,Married,Yes,Y,3,43,1,2,Bachelor's Degree,1,4,73,3,2,4,7847,6069,1,17,3,1,80,1,10,3,10,9,8,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1882,Male,Sales Executive,Married,Yes,Y,3,34,1,4,Bachelor's Degree,1,3,64,3,3,4,9713,24444,2,13,3,4,80,3,9,3,5,3,1,0
No,Travel_Rarely,Under 25,Current Employees,Sales,Medical,2021,Male,Sales Representative,Single,Yes,Y,6,21,1,5,High School,1,3,58,3,1,1,2380,25479,1,11,3,4,80,0,2,3,2,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1678,Male,Sales Executive,Single,Yes,Y,2,41,1,23,Associates Degree,1,4,80,3,3,3,7082,11591,3,16,3,4,80,0,21,3,2,0,0,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,1979,Female,Research Director,Married,No,Y,2,31,1,10,Bachelor's Degree,1,3,40,3,3,3,11031,26862,4,20,4,3,80,1,13,4,11,7,4,8
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,1845,Female,Sales Executive,Married,No,Y,3,45,1,2,Master's Degree,1,3,67,3,2,3,5154,19665,4,22,4,2,80,2,10,4,8,7,5,7
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,1520,Female,Manager,Divorced,No,Y,2,54,1,11,Master's Degree,1,2,87,3,4,4,16032,24456,3,20,4,1,80,1,26,3,14,9,1,12
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,1675,Female,Laboratory Technician,Single,No,Y,3,38,1,2,Bachelor's Degree,1,4,42,2,1,2,2440,23826,1,22,4,2,80,0,4,3,4,3,3,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Technical Degree,1736,Female,Manufacturing Director,Single,No,Y,3,31,1,24,High School,1,4,30,3,2,4,5238,6670,2,20,4,4,80,0,9,2,5,4,1,4
No,Travel_Rarely,45 - 54,Current Employees,HR,Life Sciences,1744,Female,Human Resources,Married,No,Y,2,45,1,4,Bachelor's Degree,1,3,56,1,3,3,9756,6595,4,21,4,3,80,2,9,4,5,0,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1622,Female,Manufacturing Director,Divorced,No,Y,5,28,1,27,Bachelor's Degree,1,2,39,1,2,1,4877,20460,0,21,4,2,80,1,6,2,5,3,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1581,Female,Research Scientist,Married,No,Y,5,26,1,3,Bachelor's Degree,1,1,89,3,1,4,2061,11133,1,21,4,1,80,0,1,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,2034,Female,Manufacturing Director,Married,No,Y,3,41,1,28,Master's Degree,1,1,60,2,4,2,13570,5640,0,23,4,3,80,1,21,3,20,7,0,10
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,1441,Female,Research Scientist,Married,No,Y,3,56,1,1,Associates Degree,1,1,90,3,1,1,2066,10494,2,22,4,4,80,1,5,4,3,2,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1665,Female,Manager,Married,No,Y,6,54,1,22,Doctoral Degree,1,2,91,3,4,3,17426,18685,3,25,4,3,80,1,36,3,10,8,4,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1509,Female,Laboratory Technician,Married,No,Y,3,49,1,3,Associates Degree,1,3,43,2,2,1,4789,23070,4,25,4,1,80,1,10,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1834,Female,Research Scientist,Married,No,Y,3,28,1,1,Bachelor's Degree,1,3,67,3,1,1,3591,12719,1,25,4,3,80,1,3,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1864,Female,Sales Representative,Married,No,Y,5,27,1,23,High School,1,2,36,2,2,3,3540,7018,1,21,4,4,80,1,9,3,9,8,5,8
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1909,Female,Sales Executive,Married,No,Y,3,41,1,8,Bachelor's Degree,1,3,54,3,2,2,4393,26841,5,21,4,3,80,1,14,3,5,4,1,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1554,Female,Sales Representative,Married,No,Y,5,35,1,28,Master's Degree,1,2,98,2,1,3,2430,26204,0,23,4,1,80,2,6,3,5,3,4,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,2035,Female,Sales Executive,Married,No,Y,2,34,1,28,Bachelor's Degree,1,4,95,2,2,3,6712,8978,1,21,4,4,80,2,8,3,8,7,1,7
